"dep"|"slug"|"rec"|"rec_url"
"INECC"|"inecc"|"Tabla de emisiones de gases  de efecto invernadero (GEI) de 1991."|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Inventario_Nacional_de_Gases_de_Efecto_Invernadero/Tabla_de_emisiones_de_GEI_de_1990_a_2012/1991.zip"
"INECC"|"inecc"|"Tabla de emisiones de gases  de efecto invernadero (GEI) de 1993."|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Inventario_Nacional_de_Gases_de_Efecto_Invernadero/Tabla_de_emisiones_de_GEI_de_1990_a_2012/1993.zip"
"INECC"|"inecc"|"Tabla de emisiones de gases  de efecto invernadero (GEI) de 2000."|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Inventario_Nacional_de_Gases_de_Efecto_Invernadero/Tabla_de_emisiones_de_GEI_de_1990_a_2012/2000.zip"
"INECC"|"inecc"|"Tabla de emisiones de gases  de efecto invernadero (GEI) de 2003."|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Inventario_Nacional_de_Gases_de_Efecto_Invernadero/Tabla_de_emisiones_de_GEI_de_1990_a_2012/2003.zip"
"INECC"|"inecc"|"Tabla de emisiones de gases  de efecto invernadero (GEI) de 2004."|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Inventario_Nacional_de_Gases_de_Efecto_Invernadero/Tabla_de_emisiones_de_GEI_de_1990_a_2012/2004.zip"
"INECC"|"inecc"|"Tabla de emisiones de gases  de efecto invernadero (GEI) de 2005."|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Inventario_Nacional_de_Gases_de_Efecto_Invernadero/Tabla_de_emisiones_de_GEI_de_1990_a_2012/2005.zip"
"INECC"|"inecc"|"Tabla de emisiones de gases  de efecto invernadero (GEI) de 2010."|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Inventario_Nacional_de_Gases_de_Efecto_Invernadero/Tabla_de_emisiones_de_GEI_de_1990_a_2012/2010.zip"
"INECC"|"inecc"|"Tabla de emisiones de gases  de efecto invernadero (GEI) de 2011."|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Inventario_Nacional_de_Gases_de_Efecto_Invernadero/Tabla_de_emisiones_de_GEI_de_1990_a_2012/2011.zip"
"INECC"|"inecc"|"Tabla de emisiones de gases  de efecto invernadero (GEI) de 2012."|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Inventario_Nacional_de_Gases_de_Efecto_Invernadero/Tabla_de_emisiones_de_GEI_de_1990_a_2012/2012.csv"
"INECC"|"inecc"|"Datos ecotoxicológicos  de sustancias químicas inorganicas"|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Sustancias_Quimicas/Datos_Ecotox/inorganicas.zip"
"INECC"|"inecc"|"Datos ecotoxicológicos  de sustancias químicas inórganicas"|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Sustancias_Quimicas/Datos_Ecotox/inorganicas.zip"
"INECC"|"inecc"|"Datos ecotoxicológicos  de sustancias Orgáno - Metálicas"|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Sustancias_Quimicas/Datos_Ecotox/Organometalicas.zip"
"INECC"|"inecc"|"Datos ecotoxicológicos  de sustancias químicas Polimeros"|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Sustancias_Quimicas/Datos_Ecotox/Polimeros.zip"
"INECC"|"inecc"|"Datos ecotoxicológicos  de sustancias Sales Metal Orgánicas"|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Sustancias_Quimicas/Datos_Ecotox/Sales_Metal_organicas.zip"
"INECC"|"inecc"|"Cantidades reportadas en fuentes oficiales de sustancias químicas,Auditorías ambientales de la PROFEPA"|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Sustancias_Quimicas/Cantidades_importadas_o_producidas_segun_fuente/SUSTANCIAS_QUIMICAS-CANTIDADES_PRODUCIDAS_IMPORTADAS_SEGUN_FUENTE-PROFEPA-2009.csv"
"INECC"|"inecc"|"Cantidades reportadas en fuentes oficiales de sustancias químicas, Pedimentos de importación de Aduanas"|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Sustancias_Quimicas/Cantidades_importadas_o_producidas_segun_fuente/SUSTANCIAS_QUIMICAS-CANTIDADES_PRODUCIDAS_IMPORTADAS_SEGUN_FUENTE-PEDIMENTOS_ADUANALES-2009.csv"
"INECC"|"inecc"|"Cantidades reportadas en fuentes oficiales de sustancias químicas, Cédula de Operación Anual de la SEMARNAT"|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Sustancias_Quimicas/Cantidades_importadas_o_producidas_segun_fuente/SUSTANCIAS_QUIMICAS-CANTIDADES_PRODUCIDAS_IMPORTADAS_SEGUN_FUENTE-COA_FEDERAL-2009.csv"
"INECC"|"inecc"|"Identidad química"|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Sustancias_Quimicas/Identidad_Quimica/IDENTIDAD-QUIMICA.csv"
"INECC"|"inecc"|"Datos ecotoxicológicos  de sustancias químicas organicas"|"http://datos.abiertos.inecc.gob.mx/Datos_abiertos_INECC/Sustancias_Quimicas/Datos_Ecotox/Organicas.zip"
"Procuraduría Agraria"|"procuraduria-agraria"|"Inventario Institucional de Datos de Procuraduría Agraria"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/1285/Inventario_General_BD_PA.xlsx"
"Procuraduría Agraria"|"procuraduria-agraria"|"Plan de Apertura Institucional de Procuraduría Agraria"|"http://adela.datos.gob.mx/plan-de-apertura/procuraduria-agraria/export.csv"
"HRAEO"|"hraeo"|"Plan de Apertura Institucional de HRAEO"|"http://adela.datos.gob.mx/plan-de-apertura/hraeo/export.csv"
"HRAEO"|"hraeo"|"Inventario Institucional de Datos de HRAEO"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/1276/inventario_general_de_datos.xlsx"
"CONAPO"|"conapo"|"Flujo de migrantes procedentes de Guatemala a México 2014"|"http://www.conapo.gob.mx/work/models/OMI/Datos_Abiertos/EMIF_SUR_2014/Proc_Guatemala_MEX/PGUA_2014.csv"
"CONAPO"|"conapo"|"Flujo de migrantes devueltos por las autoridades migratorias estadounidenses a El Salvador 2014"|"http://www.conapo.gob.mx/work/models/OMI/Datos_Abiertos/EMIF_SUR_2014/Dev_auto_migr_EUA_El_Salvador/ASAL_2014.csv"
"CONAPO"|"conapo"|"Flujo de migrantes devueltos por las autoridades migratorias mexicanas a Honduras 2014"|"http://www.conapo.gob.mx/work/models/OMI/Datos_Abiertos/EMIF_SUR_2014/Dev_auto_migr_MEX_Honduras/FHON_2014.csv"
"CONAPO"|"conapo"|"Flujo de migrantes devueltos por las autoridades migratorias mexicanas a Guatemala 2014"|"http://www.conapo.gob.mx/work/models/OMI/Datos_Abiertos/EMIF_SUR_2014/Dev_auto_migr_MEX_Guatemala/FGUA_2014.csv"
"CONAPO"|"conapo"|"Flujo de migrantes procedentes de México o Estados Unidos a Guatemala 2014"|"http://www.conapo.gob.mx/work/models/OMI/Datos_Abiertos/EMIF_SUR_2014/Proc_MEX_Guatemala/PMEXEUA_2014.csv"
"CONAPO"|"conapo"|"Flujo de migrantes devueltos por las autoridades migratorias mexicanas a El Salvador 2014"|"http://www.conapo.gob.mx/work/models/OMI/Datos_Abiertos/EMIF_SUR_2014/Dev_auto_migr_MEX_El_Salvador/FSAL_2014.csv"
"CONAPO"|"conapo"|"Flujo de migrantes devueltos por las autoridades migratorias estadounidenses a Guatemala 2014"|"http://www.conapo.gob.mx/work/models/OMI/Datos_Abiertos/EMIF_SUR_2014/Dev_auto_migr_EUA_Guatemala/AGUA_2014.csv"
"CONAPO"|"conapo"|"Flujo de migrantes devueltos por las autoridades migratorias estadounidenses a Honduras 2014"|"http://www.conapo.gob.mx/work/models/OMI/Datos_Abiertos/EMIF_SUR_2014/Dev_auto_migr_EUA_Honduras/AHON_2014.csv"
"ISSFAM"|"issfam"|"Plan de Apertura Institucional de ISSFAM"|"http://adela.datos.gob.mx/plan-de-apertura/issfam/export.csv"
"ISSFAM"|"issfam"|"Créditos Hipotecarios otorgados  a los militares en situación de activo"|"http://www.internet.issfam.gob.mx/DatosAbiertos/base_creditos_hipotecarios.csv"
"ISSFAM"|"issfam"|"Inventario Institucional de Datos de ISSFAM"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/458/Inventario_general_de_datos.xlsx"
"ISSFAM"|"issfam"|"Servidores Públicos del ISSFAM"|"http://www.internet.issfam.gob.mx/DatosAbiertos/capitalhumano.csv"
"ISSFAM"|"issfam"|"Militares en situación de retiro con derecho a percibir Haber de Retiro"|"http://www.internet.issfam.gob.mx/DatosAbiertos/base_haber_ret.csv"
"ISSFAM"|"issfam"|"Pensionistas con derecho a percibir pensión por Entidad Federativa"|"http://www.internet.issfam.gob.mx/DatosAbiertos/base_pensionistas.csv"
"ISSFAM"|"issfam"|"Seguros de Vida Militar otorgados por la muerte e incapacidad de los Militares en activo y muerte en situación de retiro"|"http://www.internet.issfam.gob.mx/DatosAbiertos/base_sevimi.csv"
"ISSFAM"|"issfam"|"Seguro Colectivo de Retiro otorgados por una sola vez a los que pasen a situación de retiro y hayan prestado veinte o más años de servicios efectivos"|"http://www.internet.issfam.gob.mx/DatosAbiertos/base_secore.csv"
"ISSFAM"|"issfam"|"Devolución del seguro colectivo de retiro otorgados a los miembros de las Fuerzas Armadas que hayan prestado menos de 20 años de servicio"|"http://www.internet.issfam.gob.mx/DatosAbiertos/base_dev_secore.csv"
"ISSFAM"|"issfam"|"Devolución del fondo de vivienda militar otorgados a los militares que dejan de pertenecer al servicio activo o disfrute de licencia ilimitada o en caso de muerte"|"http://www.internet.issfam.gob.mx/DatosAbiertos/base_dev_fovimi.csv"
"SEDENA"|"sedena"|"Cantidad de personas que liberó su cartilla de identidad del servicio militar nacional, dentro del territorio Nacional, del año 2000 al 2014"|"http://www.sedena.gob.mx/archivos/datosabiertos/estadisticasSMN.xlsx"
"SEDENA"|"sedena"|"Cantidad de personas que liberó su cartilla de identidad del servicio militar nacional, fuera del territorio Nacional, del año 2000 al 2014"|"http://www.sedena.gob.mx/archivos/datosabiertos/extranjeroSMN.xlsx"
"SEDENA"|"sedena"|"Cantidad de personas que cumplieron su  Servicio Militar Nacional en el territorio Nacional, encuadrados en una Compañía del Servicio Militar Nacional en los años 2013 y 2014"|"http://www.sedena.gob.mx/archivos/datosabiertos/encuadradosSMN.xlsx"
"SEDENA"|"sedena"|"Cantidad de armas registradas por diferentes motivos por estados en los años 2014 y 2015."|"http://www.sedena.gob.mx/archivos/datosabiertos/armasregistradasdifmotv.xlsx"
"SEDENA"|"sedena"|"Tabla con cantidad de Licencias particulares individuales de portación de armas de fuego vigentes por entidad federativa en los años 2014 y 2015. "|"http://www.sedena.gob.mx/archivos/datosabiertos/Licenciasparticulares.xlsx"
"imt"|"imt"|"Conjunto de mapas que integra  diversos elementos que conforman las vías de comunicación que permiten el tránsito de vehículos automotores  por los caminos nacionales."|"http://nube.imt.mx/index.php/s/qlL3OpQAQxIC5Bc"
"CSAEGRO"|"csaegro"|"Plan de Apertura Institucional de CSAEGRO"|"http://adela.datos.gob.mx/plan-de-apertura/csaegro/export.csv"
"CSAEGRO"|"csaegro"|"Inventario Institucional de Datos de CSAEGRO"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/1210/Inventario_General_de_datos_CSAEGRO__1_.xlsx"
"PROSPERA"|"prospera"|"Número de Familias beneficiarias por localidad de los Programas PAL y PROSPERA  bimestre Mar-Abr 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/2_cobertura_atencion_familias/2014/familias_20142.txt"
"PROSPERA"|"prospera"|"Número de Familias beneficiarias por localidad de los Programas PAL y PROSPERA  bimestre Jul-Ago 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/2_cobertura_atencion_familias/2014/familias_20144.txt"
"PROSPERA"|"prospera"|"Número de Familias beneficiarias por localidad de los Programas PAL y PROSPERA bimestre Ene-Feb 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/2_cobertura_atencion_familias/2014/familias_20141.txt"
"PROSPERA"|"prospera"|"Número de Familias beneficiarias por localidad de los Programas PAL y PROSPERA  bimestre May-Jun 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/2_cobertura_atencion_familias/2014/familias_20143.txt"
"PROSPERA"|"prospera"|"Número de Familias beneficiarias por localidad de los Programas PAL y PROSPERA  bimestre Sep-Oct 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/2_cobertura_atencion_familias/2014/familias_20145.txt"
"PROSPERA"|"prospera"|"Número de Familias beneficiarias por localidad de los Programas PAL y PROSPERA  bimestre Nov-Dic 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/2_cobertura_atencion_familias/2014/familias_20146.txt"
"PROSPERA"|"prospera"|"Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PAL bimestre Mar-Abr 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20142_PAL.txt"
"PROSPERA"|"prospera"|"Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PAL bimestre Sep-Oct 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20145_PAL.txt"
"PROSPERA"|"prospera"|"Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PAL bimestre Ene-Feb 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20141_PAL.txt"
"PROSPERA"|"prospera"|"Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PROSPERA bimestre Mar-Abr 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20142_PRO.txt"
"PROSPERA"|"prospera"|"Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PAL bimestre Nov-Dic 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20146_PAL.txt"
"PROSPERA"|"prospera"|"Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PAL bimestre May-Jun 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20143_PAL.txt"
"PROSPERA"|"prospera"|"Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PROSPERA  bimestre Nov-Dic 2013"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20136_OPO.txt"
"PROSPERA"|"prospera"|"Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PROSPERA  bimestre Jul-Ago 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20144_PRO.txt"
"PROSPERA"|"prospera"|"Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PROSPERA bimestre Ene-Feb 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20141_PRO.txt"
"PROSPERA"|"prospera"|"Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PROSPERA bimestre May-Jun 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20143_PRO.txt"
"PROSPERA"|"prospera"|"Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PROSPERA   bimestre Sep-Oct 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20145_PRO.txt"
"PROSPERA"|"prospera"|"Integrantes beneficiarios por edad, sexo y tipo de apoyo recibido del Programa PAL bimestre Jul-Ago 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/4_caracteristicas_demograficas_pob_beneficiaria/2014/CARAC_DEMO_POB_BENE_20144_PAL.txt"
"PROSPERA"|"prospera"|"Becarios beneficiarios por nivel, grado y sexo atendidos por el programa PROSPERA  bimestre Ene-Feb 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/3.1_escolaridad_beneficiarios/2014/becarios_20141.txt"
"PROSPERA"|"prospera"|"Becarios beneficiarios por nivel, grado y sexo atendidos por el programa PROSPERA bimestre May-Jun 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/3.1_escolaridad_beneficiarios/2014/becarios_20143.txt"
"PROSPERA"|"prospera"|"Becarios beneficiarios por nivel, grado y sexo atendidos por el programa PROSPERA bimestre Nov-Dic 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/3.1_escolaridad_beneficiarios/2014/becarios_20146.txt"
"PROSPERA"|"prospera"|"Becarios beneficiarios por nivel, grado y sexo atendidos por el programa PROSPERA bimestre Mar-Abr 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/3.1_escolaridad_beneficiarios/2014/becarios_20142.txt"
"PROSPERA"|"prospera"|"Becarios beneficiarios por nivel, grado y sexo atendidos por el programa PROSPERA bimestre Jul-Ago 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/3.1_escolaridad_beneficiarios/2014/becarios_20144.txt"
"PROSPERA"|"prospera"|"Becarios beneficiarios por nivel, grado y sexo atendidos por el programa PROSPERA  bimestre Sep-Oct 2014"|"https://www.prospera.gob.mx/php/Datos%20Abiertos/3.1_escolaridad_beneficiarios/2014/becarios_20145.txt"
"LOTENAL"|"lotenal"|"AVANCE PROGRAMATICO DE SORTEOS"|"http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/APS-3TRIM-2015.csv"
"LOTENAL"|"lotenal"|"LISTA OFICIAL DE PREMIOS POR SORTEO"|"http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/Mayor_3563.csv"
"LOTENAL"|"lotenal"|"UBICACIÓN DE EXPENDIOS LOCALES"|"http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/Directorio_ExpendiosZonaMetropolitana.xlsx"
"LOTENAL"|"lotenal"|"SERVICIOS ATENDIDOS PARA LA LOCALIZACIÓN DE TU NÚMERO DE LA SUERTE"|"http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/LocalizacionNumSuerte.xlsx"
"LOTENAL"|"lotenal"|"Inventario Institucional de Datos de LOTENAL"|"https://adela-production.s3.amazonaws.com/uploads/inventory/spreadsheet_file/1223/inventario_de_datos_abiertos_v3_DIC15.xlsx"
"LOTENAL"|"lotenal"|"Informes de Seguimiento del Programa Anual de Trabajo de la Lotería Nacional para la Asistencia Pública"|"http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/ISPI_3Trim2015.xlsx"
"LOTENAL"|"lotenal"|"ESTRUCTURAS DE PREMIOS"|"http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/EstructurasPremios_2oSem2015.xls"
"LOTENAL"|"lotenal"|"DIRECTORIO"|"http://www.lotenal.gob.mx/dmdocuments/datos_abiertos/Directorio_ExpendiosForaneos.xlsx"
"LOTENAL"|"lotenal"|"Plan de Apertura Institucional de LOTENAL"|"http://adela.datos.gob.mx/plan-de-apertura/lotenal/export.csv"
"API-TUX"|"api-tux"|"Denuncias y Sanciones Establecidas en la LAASSP, LOPSRM, LFACP,LPEMEX Y LAPP."|"http://www.puertotuxpan.com.mx/Documentos/Datos_Abiertos/DENUNCIAS_Y_SANCIONES_ESTABLECIDAS_EN_LA_LAASSP_LOPSRM_LFACP_LPEMEX_Y_LAPP.xlsx"
"imt"|"imt"|"Datos oceanográficos y metereológicos de las costas mexicanas, de los registros de los últimos 4 días a partir de la fecha de consulta."|"http://imt.mx/SitioIMT/DIPC/ServiciosTecnologicos/Reneom/reneomDesarrollo.php"
"imt"|"imt"|"Listado de Normas, Manuales y Prácticas Recomendables de la SCT  para la Infraestructura del Transporte, editadas por el IMT desde 1999 a la fecha."|"http://nube.imt.mx/index.php/s/BTbDQMw0CFuP3LN"
"IPAB"|"ipab"|"Información en formato CSV que muestra el saldo de Bonos de Protección al Ahorro de forma anual desde el año 2000 hasta la fecha de consulta. "|"http://www.ipab.org.mx/ipab/datosabiertos?od=01-21"
"IPAB"|"ipab"|"Información en formato JSON que muestra el saldo de Bonos de Protección al Ahorro de forma anual desde el año 2000 hasta la fecha de consulta. "|"http://www.ipab.org.mx/ipab/datosabiertos?od=02-21"
"IPAB"|"ipab"|"Información en formato XML que muestra el saldo de Bonos de Protección al Ahorro de forma anual desde el año 2000 hasta la fecha de consulta. "|"http://www.ipab.org.mx/ipab/datosabiertos?od=03-21"
"IPAB"|"ipab"|"Información en formato XLS que muestra el saldo de Bonos de Protección al Ahorro de forma anual desde el año 2000 hasta la fecha de consulta. "|"http://www.ipab.org.mx/ipab/datosabiertos?od=04-21"
"imt"|"imt"|"Listado de programas anuales de adquisiciones, arrendamientos y servicios  e Informes desde 2005 a la fecha.Tabla del presupuesto original e ingresos captados de 2012 al año en curso.Inventarios de bienes del 2012 al año en curso.Directorio actualizado del personal activo."|"http://nube.imt.mx/index.php/s/UZJtHfNRcW30cpo"
"IPAB"|"ipab"|"Información en formato XLS que muestra un comparativo de la deuda respecto a diciembre de 1999, desde diciembre de 2000 al cierre del último trimestre calendario anterior a la fecha de consulta. "|"http://www.ipab.org.mx/ipab/datosabiertos?od=04-14"
"IPAB"|"ipab"|"Información en formato XML que muestra un comparativo de la deuda respecto a diciembre de 1999, desde diciembre de 2000 al cierre del último trimestre calendario anterior a la fecha de consulta. "|"http://www.ipab.org.mx/ipab/datosabiertos?od=03-14"
"IPAB"|"ipab"|"Información en formato CSV que muestra un comparativo de la deuda respecto a diciembre de 1999, desde diciembre de 2000 al cierre del último trimestre calendario anterior a la fecha de consulta. "|"http://www.ipab.org.mx/ipab/datosabiertos?od=01-14"
"IPAB"|"ipab"|"Información en formato JSON que muestra un comparativo de la deuda respecto a diciembre de 1999, desde diciembre de 2000 al cierre del último trimestre calendario anterior a la fecha de consulta. "|"http://www.ipab.org.mx/ipab/datosabiertos?od=02-14"
"IPAB"|"ipab"|"Información en formato JSON con el estado que muestre la situación financiera anual del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=02-31"
"IPAB"|"ipab"|"Información en formato XML con el estado que muestre la situación financiera anual del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=03-31"
"IPAB"|"ipab"|"Información en formato CSV con el estado que muestre la situación financiera anual del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=01-31"
"IPAB"|"ipab"|"Información en formato XLS con el estado que muestre la situación financiera anual del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=04-31"
"IPAB"|"ipab"|"Información en formato XML con el estado que muestre el resultado anual de las actividades del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=03-32"
"IPAB"|"ipab"|"Información en formato CSV con el estado que muestre el resultado anual de las actividades del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=01-32"
"IPAB"|"ipab"|"Información en formato JSON con el estado que muestre el resultado anual de las actividades del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=02-32"
"IPAB"|"ipab"|"Información en formato XLS con el estado que muestre el resultado anual de las actividades del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=04-32"
"IPAB"|"ipab"|"Información en formato CSV con el estado que muestre el flujo de efectivo anual de los ingresos presupuestales del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=01-41"
"IPAB"|"ipab"|"Información en formato JSON con el estado que muestre el flujo de efectivo anual de los ingresos presupuestales del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=02-41"
"IPAB"|"ipab"|"Información en formato XML con el estado que muestre el flujo de efectivo anual de los ingresos presupuestales del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=03-41"
"IPAB"|"ipab"|"Información en formato XLS con el estado que muestre el flujo de efectivo anual de los ingresos presupuestales del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=04-41"
"IPAB"|"ipab"|"Información en formato CSV con el estado que muestre el flujo de efectivo anual de los egresos presupuestales del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=01-42"
"IPAB"|"ipab"|"Información en formato JSON con el estado que muestre el flujo de efectivo anual de los egresos presupuestales del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=02-42"
"IPAB"|"ipab"|"Información en formato XML con el estado que muestre el flujo de efectivo anual de los egresos presupuestales del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=03-42"
"IPAB"|"ipab"|"Información en formato XLS con el estado que muestre el flujo de efectivo anual de los egresos presupuestales del Instituto, desde 1999 a la fecha."|"http://www.ipab.org.mx/ipab/datosabiertos?od=04-42"
"API-PCH"|"api-pch"|"Resultados de las auditorias al ejercicio presupuestal de cada sujeto obligado que realicen."|"http://portaltransparencia.gob.mx/pot/auditoria/showAuditoria.do?method=begin&_idDependencia=09186"
"API-PCH"|"api-pch"|"Consulta de los datos estadisticos de los movimientos realizados en  el  puerto."|"http://www.puertochiapas.com.mx/estadisticas-historicas"
"API-PCH"|"api-pch"|"Consulta de los prestadores de servicios portuarios y conexos autorizados por el puerto"|"http://portaltransparencia.gob.mx/pot/concesion/buscar.do?method=busqueda&_idDependencia=09186#resultados"
"CONAVI"|"conavi"|"Mapas con los PCU de las localidades urbanas del Sistema Urbano Nacional. Formato SHP."|"http://www.conavi.gob.mx/datosabiertos/perimetros/2015/PCU_SHP.zip"
"CONAVI"|"conavi"|"Mapas con los PCU de las localidades urbanas del Sistema Urbano Nacional. Formato KMZ."|"http://www.conavi.gob.mx/datosabiertos/perimetros/2015/PCU_KMZ.zip"
"CONAVI"|"conavi"|"Tabla de datos sobre la oferta de vivienda en RUV."|"http://www.conavi.gob.mx/datosabiertos/vivienda/2015/Rep_Viv_Vig.csv"
"Ayuntamiento de Xalapa"|"ayuntamiento-de-xalapa"|"Módulos de internet gratuitos en Xalapa"|"https://docs.google.com/uc?export=download&id=0B05iwoZ8eglgTGo2anM4Z0F1MVE"
"Ayuntamiento de Xalapa"|"ayuntamiento-de-xalapa"|"Inventario de los semáforos en la ciudad de Xalapa"|"https://docs.google.com/uc?export=download&id=0B3TL0b40ra0kRmxyWmgwM2FETHc"
"Ayuntamiento de Xalapa"|"ayuntamiento-de-xalapa"|"Reporte de 1sem 2014"|"https://docs.google.com/uc?export=download&id=0B3TL0b40ra0kbHlnSTdzMzFnYWs"
"Ayuntamiento de Xalapa"|"ayuntamiento-de-xalapa"|"Reporte de 1sem 2013"|"https://docs.google.com/uc?export=download&id=0B3TL0b40ra0kRlBJdFdLOVl0bG8"
